Actor name,Value,Score
Skye Bennett,46.1539776440561,4.768
Matthias Habich,46.1511557338949,4.7679
Dolores Heredia,46.1481908090546,4.7679
Richard Herd,46.1432296053091,4.7678
Jamal Mixon,46.1411418730983,4.7677
Dillon Casey,46.1306783811636,4.7675
Cameron Boyd,46.1240299689083,4.7674
Mads Ousdal,46.1063501689713,4.7671
Sean Bridgers,46.1036635027341,4.7671
Brendan Sexton III,46.0925435456981,4.7669
Lori Kay,46.0919822890366,4.7669
Aja Evans,46.0516630697987,4.7662
Tom Miner,46.0512691724133,4.7662
Rei Yang,46.0470578080628,4.7661
Mickey Leon,46.0236741043059,4.7657
Brent Sexton,46.0051194420129,4.7654
John Scanlon,45.9977824837698,4.7653
Wayne Allwine,45.9970782023063,4.7652
Natalie Ramsey,45.9961849506413,4.7652
John Blackwood,45.9808583263544,4.765
Kathleen Barr,45.9705711781136,4.7648
Francie Swift,45.9651298957153,4.7647
Tim McGrath,45.9576366104355,4.7646
Brady Edwards,45.9546161831777,4.7645
Todd Jensen,45.9500045736551,4.7644
Valeria Cavalli,45.9379736893331,4.7642
Ricardo Hoyos,45.9368950680963,4.7642
Sam Bowen,45.9053101227626,4.7637
Tab Baker,45.9027346244814,4.7636
Christie Brooke,45.8949965439025,4.7635
Mark Rogowski,45.8880537801454,4.7634
Charlie Schroeder,45.8808839692794,4.7632
Mamie White,45.8807089162192,4.7632
Brenda Romero,45.8630767091539,4.7629
Hugh Maguire,45.8533796184489,4.7628
Flora Montgomery,45.8526081579044,4.7628
Toya Turner,45.8525847629273,4.7628
Bella Ivory,45.8323750213864,4.7624
Faith Salie,45.8177534672654,4.7621
Jessica Andres,45.8077379123284,4.762
Dorian Harewood,45.805759855957,4.7619
Kimberly Bailey,45.7963472889991,4.7618
Alexandra Chando,45.7821678783771,4.7615
Ehren McGhehey,45.7706840713206,4.7613
Corey Richardson,45.7517271401178,4.761
Danny Mann,45.7442607112639,4.7609
Michael Mandel,45.7370776248629,4.7607
Simon Wallace,45.7157674722543,4.7604
Stephen Benson,45.6892851339496,4.7599
John Henshaw,45.6838255511883,4.7598
Philip Wiegratz,45.6802274496193,4.7598
Rob Pinkston,45.657209532791,4.7594
Michael Coe,45.6548085472554,4.7593
Larry Robbins,45.652395731699,4.7593
Tamara Davis,45.6275646822828,4.7588
Vittorio Storaro,45.6117623639623,4.7586
Greg Hansen,45.5713038133775,4.7579
Vas Blackwood,45.5435411045238,4.7574
Jim Meskimen,45.540565322548,4.7573
Anamaria Marinca,45.5405104519295,4.7573
Lisa Thornhill,45.5391803130061,4.7573
Brian Flanagan,45.5139663851985,4.7569
James Eckhouse,45.5130548390167,4.7568
Louis Grise,45.5089638626921,4.7568
Allen Garfield,45.4668384777813,4.756
Igor Galo,45.4632091424014,4.756
Steve Wilder,45.458081733401,4.7559
Michael Raymond-James,45.4374675818071,4.7555
Sean McNamara,45.4317701225085,4.7554
Shaun Sipos,45.4166706927595,4.7552
Claire Mills,45.391147105768,4.7547
Chase Ellison,45.3794530637119,4.7545
Ellen Geer,45.3595418613755,4.7542
James Pickering,45.3542676809679,4.7541
Stanley Donen,45.3451212301121,4.7539
Grace Johnston,45.3432354800696,4.7539
Erik Walker,45.3340487682348,4.7537
Rebecca Eddy,45.3320016484562,4.7537
Mel England,45.305771086229,4.7532
Joel Kirby,45.305771086229,4.7532
Dan Bucatinsky,45.305771086229,4.7532
Marc Ruchmann,45.3052192308024,4.7532
Diana Scarwid,45.2782076227877,4.7527
Charlotte Nielsen,45.2687621541217,4.7526
Lolita Chakrabarti,45.2556347024959,4.7523
Mickey Dee,45.2454075718063,4.7522
Daniel von Bargen,45.2209192099186,4.7517
Frank Quitely,45.1920354386062,4.7512
Jaaved Jaffrey,45.1782820458253,4.751
Tom Hines,45.1759906814204,4.7509
Majandra Delfino,45.1689574724564,4.7508
Patrick Breen,45.1593461180225,4.7506
Kyle McCaffrey,45.1593461180225,4.7506
Lewis Arquette,45.141431196388,4.7503
Rodney Perry,45.1249180599974,4.75
Joel Heyman,45.1044959198562,4.7497
Kathleen Cleaver,45.1032512521594,4.7497
Julie Patterson,45.0986984150191,4.7496
Lorraine Berry,45.0845170851114,4.7493
Seth Morrison,45.0804327739545,4.7492
Alejandro Rae,45.0804327739545,4.7492
McKenna Johnson,45.0788700422326,4.7492
Michael McMillian,45.0648138514122,4.749
Angela Duke,45.0634525270683,4.7489
Satya Bhabha,45.0626850797935,4.7489
Jane Withers,45.0567484580412,4.7488
Christopher Kirby,45.0540723579722,4.7488
Bruce Abbott,45.0339947856201,4.7484
Kristen Zang,45.0148944690295,4.7481
Michelle Shields,45.0135684234445,4.7481
Richard Holbrooke,45.0132889892143,4.7481
Carlin Glynn,44.9974966977784,4.7478
Micah Sloat,44.9867430537932,4.7476
Carsten Frank,44.9802754271112,4.7475
Andrea Renzi,44.977467142362,4.7474
Brea Grant,44.977467142362,4.7474
Kiara Diane,44.970767236376,4.7473
Dorien Wilson,44.9667689490757,4.7472
Nelson Wong,44.965407094336,4.7472
Conor McCarthy,44.9618552920598,4.7471
Terry Parks,44.9407106529143,4.7468
Caroline Rich,44.9197094568065,4.7464
Barbara Tyson,44.9087444228053,4.7462
Clive Revill,44.8995139046361,4.746
Holly Woodlawn,44.8743267811135,4.7456
Christine Lucas,44.8704803646023,4.7455
Lester Speight,44.8490906032639,4.7451
Armin Mueller-Stahl,44.8449909489734,4.7451
Chip Esten,44.8399125176072,4.745
Joshua Snyder,44.8119021541101,4.7445
Ruben Tejada,44.8023736297153,4.7443
Tanya Allen,44.7901887276522,4.7441
Kat Turner,44.7762432763255,4.7439
Iris Berry,44.7744806661857,4.7438
Alex Bao,44.7743595103355,4.7438
Jermaine Crawford,44.7663053247922,4.7437
Aaron Frazier,44.7663053247922,4.7437
George Gaynes,44.7611928570354,4.7436
Michael Paul Chan,44.7599391356234,4.7436
Simone Lahbib,44.726006648434,4.743
Malcolm Gets,44.7036172471115,4.7426
André Mauro,44.6867871228603,4.7423
Daniel Zen,44.6826610630945,4.7422
Susan Gross,44.6685303425173,4.7419
Bradford Anderson,44.6681590838483,4.7419
Leslie Simpson,44.6453235104178,4.7415
Steven St. Croix,44.6311537627275,4.7413
Jenn Brown,44.6148690419856,4.741
Victor McGuire,44.6053351636277,4.7408
Dorian Gregory,44.599530530884,4.7407
Jennifer Summers,44.5962875487174,4.7406
Sandra Caldwell,44.5690280611318,4.7402
Jenna Leigh Green,44.566735245941,4.7401
Kevin Jamal Woods,44.5580593487311,4.74
Anthony Santana,44.5506749014585,4.7398
Nathaniel Arcand,44.5459138805655,4.7397
Stockton Taylor,44.5383560129493,4.7396
Susan Warner,44.5244160135865,4.7394
Danny Woodburn,44.521914587265,4.7393
Hélène Joy,44.511698259831,4.7391
Madison Bauer,44.5023473041748,4.739
Gregory Tyree Boyce,44.502217303964,4.739
Grace Rex,44.4902895617355,4.7387
Ava Fabian,44.4884253672949,4.7387
Josh Hammond,44.4847562346991,4.7386
Josefina Lopez,44.444114836798,4.7379
Miles Meadows,44.4143689621759,4.7374
Jim Carrol,44.4143689621759,4.7374
Gabby Soleil,44.3890374422353,4.7369
Joséphine de La Baume,44.3727559848052,4.7366
Jim Shepard,44.3717694311733,4.7366
Robert Torti,44.3594858893445,4.7364
Rusty Joiner,44.3401380912289,4.736
D'Lo Brown,44.3285893258117,4.7358
Shawn Yue,44.3009044283702,4.7353
Stu Stone,44.2987139249818,4.7353
Grace Armas,44.2898744006363,4.7351
Crystal Noelle,44.2792350964757,4.7349
Sean McGrath,44.2728656406285,4.7348
Jack Conley,44.2287962367563,4.734
Frank Pellegrino,44.2287377729071,4.734
Nicole Fitzgerald,44.2019117993427,4.7336
Robert Bales,44.2009941054976,4.7335
Anthony Fitzgerald,44.183877869832,4.7332
Ruben Brown,44.1771102122587,4.7331
Olivia Burnette,44.1668279701726,4.7329
Cody Kasch,44.1647820907424,4.7329
Alec Mapa,44.1598342342216,4.7328
Daniel Samonas,44.1583553893572,4.7328
Senta Moses,44.1579295784929,4.7328
Henderson Wade,44.1566292771358,4.7327
Ellen Blake,44.1463421631091,4.7325
Luke Flynn,44.1001716888151,4.7317
Ahmet Ertegün,44.0931868028012,4.7316
Derek de Lint,44.0930863481412,4.7316
Greta Kline,44.0735601637748,4.7312
Perla Haney-Jardine,44.054246292519,4.7309
Henry Hopper,44.0506181781194,4.7308
Allison Evans,44.0472774449449,4.7308
Bruce Byron,44.0472774449449,4.7308
Joy Griffin,44.0257271688628,4.7304
Landon Pigg,43.9847357638242,4.7296
Tanoai Reed,43.9782931443816,4.7295
Zach Mills,43.9772940256627,4.7295
Tracy Middendorf,43.9761792179113,4.7295
Nancy Drake,43.9696372696436,4.7293
Dylan McLaughlin,43.9668224640876,4.7293
Rich McDonald,43.9442454768539,4.7289
Monroe Mann,43.9216580545131,4.7285
Suzanne Ford,43.9183623687632,4.7284
Jeff Bravo,43.9134329610668,4.7283
Lauren Hays,43.9131594220347,4.7283
Harry Cassidy,43.8982305601242,4.728
Flora Cross,43.8857380181084,4.7278
Charlie Brewer,43.8788976974277,4.7277
Wayne Baldwin,43.8716727050866,4.7276
Hazel Douglas,43.8529835208678,4.7272
Dana Ashbrook,43.8513557409903,4.7272
Annie Campbell,43.8429180687662,4.727
Jeff Altman,43.8378366786007,4.7269
Chelsea the Cat,43.8273281905548,4.7267
Alex Emanuel,43.8272168773099,4.7267
Peter Appel,43.8188046398954,4.7266
Shauna Sand Lamas,43.8109545593279,4.7265
Joseph Campanella,43.8057006622777,4.7264
Lucas Babin,43.795578716688,4.7262
Aaron Ruell,43.7815121318287,4.7259
Jon Walmsley,43.7709560084045,4.7257
Rafi Gavron,43.7579453625333,4.7255
Alexa Havins,43.7375172741829,4.7251
Samm Levine,43.7351283096623,4.7251
Tom Guiry,43.7351283096623,4.7251
DJ Rivers,43.7260802090534,4.7249
Barbara Troy,43.713195627667,4.7247
Ed Viesturs,43.7115028553194,4.7246
Daniella Deutscher,43.6996566455267,4.7244
David Gow,43.6958513359958,4.7243
Joe Estevez,43.6871239798889,4.7242
Porscha Coleman,43.6849546279837,4.7241
Tomas Arana,43.6776780669505,4.724
Christopher Thornton,43.6645854969091,4.7238
Sam J. Jones,43.657501128297,4.7236
Mitch Gaylord,43.6538234585166,4.7236
Nathalie Fay,43.6380686354948,4.7233
Jamal Duff,43.6370477402261,4.7233
Cyril Raffaelli,43.6187287664481,4.7229
Danny Blanco,43.6187287664481,4.7229
Kenneth Hughes,43.6158907955113,4.7229
Guy Graves,43.6080289372801,4.7227
Gary Perez,43.6072676637437,4.7227
Michael Hyland,43.6038886932574,4.7227
James Feldman,43.6021734016883,4.7226
Frank Winters,43.5908462745649,4.7224
Jasper Morgan,43.5807744127816,4.7222
Maureen Davis,43.5807744127816,4.7222
Peter Gail,43.5459125327829,4.7216
Nathan Myers,43.5438799884312,4.7216
Jacqueline Page,43.5409420851893,4.7215
Ricky Ullman,43.5335067469163,4.7214
Becca Gardner,43.5182145217541,4.7211
Jennifer Walcott,43.5142762620861,4.721
Courtney Peldon,43.5117779298839,4.721
Callum Keith Rennie,43.4972338299231,4.7207
Sylvia Wong,43.4969513262787,4.7207
Connor Byrne,43.4829091085072,4.7204
Vivien Cardone,43.4627252982692,4.7201
Brooke Bloom,43.461006058621,4.72
Aubrey Dollar,43.4533064330448,4.7199
Clayton Prince,43.4498786389541,4.7198
Adam Valdez,43.4461529245781,4.7198
Heather Mazur,43.4261515975013,4.7194
Chris Neville,43.4252852668395,4.7194
Johannes Lang,43.4210227514131,4.7193
Jill Sobule,43.4094900941116,4.7191
Sam Medina,43.3934387888976,4.7188
Page McConnell,43.3647056562628,4.7183
Russ Russo,43.3543648638425,4.7181
Moira Quirk,43.3476631640618,4.7179
Cynda Williams,43.3476631640618,4.7179
Chelsea Rendon,43.3449089518733,4.7179
Phellipe Haagensen,43.3410354264155,4.7178
Greg Dow,43.3385356839269,4.7178
Fredric Lehne,43.3298630130279,4.7176
Kelli Maroney,43.3269902532894,4.7176
Jo Champa,43.3220012712518,4.7175
Sumalee Montano,43.3208690571613,4.7174
Rebecca Gibson,43.3130102570066,4.7173
Colin Rogers,43.3124088991071,4.7173
Kiran Juneja,43.3106995674834,4.7173
Alexander Aguilar,43.2960368870255,4.717
Natasha Calis,43.2921812601743,4.7169
Saugat Malla,43.291398266054,4.7169
Don Dixon,43.291398266054,4.7169
Tom Luce,43.2907198406788,4.7169
Brad Rowe,43.2832863460764,4.7167
Tinashe Kachingwe,43.280404963504,4.7167
Tommy Barnes,43.2738675507197,4.7166
Neil Brown Jr.,43.2540809708297,4.7162
Tamara Torres,43.2418661751896,4.716
Tracey Walter,43.2191051215463,4.7156
Chris Ambrose,43.213803198731,4.7155
Debra Mooney,43.2088804179907,4.7154
Jessica Lancaster,43.2049977626001,4.7153
Brad Baldwin,43.1985834232751,4.7152
Érica Rivas,43.1971408352042,4.7152
Giselle Rodriguez,43.1971408352042,4.7152
Jurgen Jones,43.1971408352042,4.7152
Vietnam Ron,43.1947926136651,4.7151
Mary Jo Catlett,43.1871525154659,4.715
Sean Anders,43.1520864504451,4.7143
Billie Whitelaw,43.1508284941821,4.7143
Alakina Mann,43.1499174221834,4.7143
Rick Ducommun,43.1498752552952,4.7143
Emily Roeske,43.1353366018087,4.714
Byron Cotton,43.1295788711336,4.7139
Lucila Solá,43.1118907874227,4.7136
Jennifer Clement,43.1085997436089,4.7135
Peter Cartwright,43.1039255831065,4.7134
Guy Siner,43.1028780716574,4.7134
Andy Hallett,43.0869853109688,4.7131
Tara Elders,43.0817564637001,4.713
Sian Thomas,43.058085323905,4.7126
Justin Gross,43.0523852559478,4.7125
Lisa Chess,43.0494086633968,4.7124
Ana Ayora,43.0493358221421,4.7124
Bruce McCulloch,43.0442796358806,4.7123
Tim Reaper,43.0409972596078,4.7122
Mark Morocco,43.0404825319175,4.7122
James Grout,43.0273031800917,4.712
Katrina Miller,43.012425226745,4.7117
Eric Nenninger,43.0066235117108,4.7116
Sarah Hagan,42.9996839251063,4.7115
Ethan Zohn,42.995649634544,4.7114
Cynthia Preston,42.9951514299769,4.7114
Linsey Godfrey,42.9889727737872,4.7113
Kristin Hansen,42.9889727737872,4.7113
Ron Shelton,42.9886641211323,4.7113
Tom Virtue,42.9847418698006,4.7112
Lori Graham,42.978485152781,4.7111
Shelbie Bruce,42.9478140760115,4.7105
Warren Fitzgerald,42.9447086751344,4.7104
Jasper Polish,42.9232281001799,4.71
Hal Ozsan,42.917911526287,4.7099
Maree Cheatham,42.9105474535951,4.7098
Robert Woo,42.9018993453837,4.7096
Jeff Norris,42.8933926060631,4.7095
Patrick Connelly,42.885743771591,4.7093
Mark Lund,42.8827274147638,4.7093
Emma Lockhart,42.8714173575393,4.7091
Christian Martyn,42.8663870157618,4.709
Andrea Bendewald,42.8658489666642,4.709
Gabrielle Fitzpatrick,42.8502745851696,4.7087
John Ales,42.8433214381059,4.7086
Stanley DeSantis,42.8175717119327,4.7081
Brian Sites,42.8102134249457,4.7079
Michael Arturo,42.792085932637,4.7076
Victor Alfieri,42.7912006091058,4.7076
Noah Todd,42.757565292072,4.7069
Mia Zottoli,42.7411687299968,4.7066
Tuesday Knight,42.7250744216177,4.7063
Rhys Wakefield,42.7209500539503,4.7063
Nicole Weaver,42.711529068073,4.7061
Miroslaw Baka,42.7012083726099,4.7059
Kimberly Reed,42.7008322690693,4.7059
Eduardo Antonio Garcia,42.6815384928346,4.7055
Suzanne Santo,42.6737290965898,4.7054
Robert Costanzo,42.6695991592608,4.7053
Jacqueline Anderson,42.660053826596,4.7051
Jared Grey,42.6529680028271,4.705
Alki David,42.6529680028271,4.705
Vusi Kunene,42.6357552853852,4.7047
Kendrick Cross,42.624733965789,4.7044
Mike Britt,42.6154106506051,4.7043
Renata Litvinova,42.5833271110806,4.7037
Clayton Snyder,42.5833271110806,4.7037
Shaznay Lewis,42.5569227961611,4.7032
Vincent Klyn,42.5543410011674,4.7031
George Starkey,42.5513743640702,4.7031
Marsha Clark,42.5493799734124,4.703
Garry McDonald,42.5477027677441,4.703
Trevor Murphy,42.5391914488495,4.7028
Clive Scott,42.5370850754039,4.7028
Dan Finnerty,42.5033687654888,4.7022
Frankie Kazarian,42.486518861353,4.7018
Gene Reed,42.4844027016725,4.7018
Natasha Alam,42.4757723701206,4.7016
Rob Aston,42.4632657527674,4.7014
Chris Brochu,42.4558434025222,4.7013
Scott Bairstow,42.4539049225984,4.7012
Michele Greene,42.4524458646315,4.7012
Charlotte Ayanna,42.4481646225067,4.7011
Susan Floyd,42.4475079600522,4.7011
Shane Meier,42.4437765324329,4.701
Peter Vives,42.4435253315246,4.701
Jason Raize,42.4322958953107,4.7008
Gastón Pauls,42.3994565853887,4.7002
Derek Stephen Prince,42.3936899498204,4.7001
Jay Klaitz,42.3928430670426,4.7001
Nathan Lee Graham,42.3847422178319,4.6999
Michael Hollis,42.359484278037,4.6994
Gordon Clapp,42.35289160456,4.6993
Michael Barra,42.3503221812184,4.6992
Rémy Girard,42.3245651094942,4.6988
Jessica Kaplan,42.3204947065967,4.6987
Juan Gabriel Pareja,42.3096295832702,4.6985
Sophie Wu,42.2681157833449,4.6977
Kyle Hansen,42.2679978298548,4.6977
DJ Clay,42.2605663349466,4.6975
Richard Venture,42.2337008704602,4.697
Bret Ernst,42.2336588268268,4.697
Peppe Servillo,42.2333709043697,4.697
Patricia Mota,42.2333709043697,4.697
Miriam Flynn,42.2326613791302,4.697
Lucy Jenner,42.2311037864824,4.697
Marco Xavier,42.2269201345442,4.6969
Duncan Fraser,42.1996935335032,4.6964
Chase Williamson,42.1956516790532,4.6963
Jonathan Dixon,42.1954969759442,4.6963
Ernesto Quintero,42.1858820950505,4.6961
Stephanie Faracy,42.1708061123464,4.6958
Jesse Bond,42.1619762414316,4.6957
John Kassir,42.1525403565211,4.6955
Noah Cappe,42.1522981036692,4.6955
Austin Wintory,42.1513488170681,4.6955
Rodrigo de la Rosa,42.1439198188669,4.6953
Kerri Kenney-Silver,42.1414469381486,4.6953
Tarantino Smith,42.1393908101478,4.6952
James Gannon,42.1350793115878,4.6951
Eddie Matthews,42.1344955689307,4.6951
Patrick Graves,42.1320350479953,4.6951
Mark McGraw,42.1283832799484,4.695
Sally Edwards,42.1229668179879,4.6949
George Aguilar,42.1070766296115,4.6946
D. C. Douglas,42.1052740223219,4.6946
Andrew McCulloch,42.0942712287096,4.6944
Scott Woodruff,42.0831299412424,4.6942
Roger Guenveur Smith,42.048213525708,4.6935
Jacob Tierney,42.040735226002,4.6933
Rocky Hart,42.0336876188902,4.6932
Raquel Alessi,42.0195310516894,4.6929
Anthony Tyler Quinn,42.0195310516894,4.6929
Linda Neal,42.019128009805,4.6929
Chris Salcedo,42.0118091534049,4.6928
Judith Malina,42.0112706001127,4.6928
Jocelin Donahue,42.0093881741038,4.6927
Kelly Gould,41.9965100358922,4.6925
Joseph Brooke,41.9818228304004,4.6922
Daphne Rubin-Vega,41.9818228304004,4.6922
Walter Walsh,41.9817765464959,4.6922
David Foy,41.9814318510525,4.6922
Smita Hai,41.9681726449836,4.692
Danny Rhodes,41.9572673451037,4.6917
Richard Bravo,41.9330232392931,4.6913
Richard Hitchcock,41.928764609736,4.6912
Rachel Avery,41.9126111253492,4.6909
Steve Garland,41.9011049813091,4.6907
Camilla Rosso,41.8977882340457,4.6906
G. W. Bailey,41.8883451547363,4.6904
Tom Amandes,41.8769000833969,4.6902
George Hurley,41.8727884655525,4.6901
Simon Chandler,41.8703657429769,4.6901
Trevor Peterson,41.8533925974648,4.6897
Yulia Volkova,41.8146604714628,4.689
Esther Scott,41.8146577018353,4.689
Simon Kassianides,41.8079436043,4.6889
Chris 'Mad Dog' Russo,41.805691199009,4.6888
Jim Boyle,41.8038660835253,4.6888
Jason McKinnon,41.7978025816596,4.6887
Rafael Rosell,41.7819888906334,4.6884
Ron Killings,41.7442486202555,4.6876
Eli Harris,41.7442486202555,4.6876
Peter Outerbridge,41.739652606292,4.6876
Sophie Curtis,41.739446385631,4.6875
Nick Roth,41.7393332404105,4.6875
Dawn Hudson,41.733596809431,4.6874
Elinor Crawley,41.71043950073,4.687
Ryan Bartley,41.7056457412571,4.6869
Leo Reynolds,41.7055411441885,4.6869
William Bassett,41.7040030007208,4.6869
Paul McGillion,41.6966632001031,4.6867
Issac Love,41.6614941791454,4.686
Jesse Reid,41.6330429899992,4.6855
Charlene Amoia,41.6316565425015,4.6855
Daniela Sea,41.6307407679426,4.6854
Jacob Bush,41.618544563535,4.6852
Larry Newman,41.6021455751519,4.6849
April Margera,41.6001028700619,4.6849
Chuck Montgomery,41.5995049649967,4.6848
Brenda Campbell,41.5966684925069,4.6848
Alicia Morton,41.5883170755755,4.6846
Sada Thompson,41.5848103465026,4.6846
Roger L. Jackson,41.5795789866695,4.6845
Todd Bishop,41.5795789866695,4.6845
Marilyn Deutsch,41.57768307322,4.6844
Joe Nieves,41.5746272168141,4.6844
Kirby Dick,41.5687097731372,4.6842
Kristin Adams,41.5370994454568,4.6836
Tao Ruspoli,41.5370994454568,4.6836
Jeremy Raymond,41.5302901623766,4.6835
Bill McHenry,41.5302901623766,4.6835
Richard Sammel,41.5302901623766,4.6835
Robert Kazinsky,41.5279470577984,4.6834
Maria Jenkins,41.5143663576496,4.6832
Jamie Starr,41.5086924796178,4.6831
Dean Shelton,41.4790331036667,4.6825
Bryce Silver,41.4648447646728,4.6822
William Lucking,41.4523174705896,4.682
Brian McGregor,41.4405703068885,4.6817
Hector Babenco,41.4220603045526,4.6814
Karim Saleh,41.4220603045526,4.6814
Scott Frazier,41.4038944949911,4.681
Cheyenne Hill,41.4033746431057,4.681
Nian Li,41.3980042353929,4.6809
Emma Fitzpatrick,41.3821415879117,4.6806
Richard Augustine,41.3780114936484,4.6805
Kitana Baker,41.3687853576896,4.6803
Lisa Russo,41.3687853576896,4.6803
Timothy Peach,41.3687853576896,4.6803
Melanie Walsh,41.366077437201,4.6803
Elizabeth Hawthorne,41.3652160343588,4.6803
Peter Dobson,41.3556996628332,4.6801
Daniel Cudmore,41.3491910067689,4.68
Jack Gilpin,41.3482303890568,4.6799
Adam Weiner,41.3438061014555,4.6799
Lisa Kaplan,41.3078027390867,4.6792
Heather Cant,41.3078027390867,4.6792
Peter Vack,41.2997445914828,4.679
Patrick Durham,41.279696568102,4.6786
Laurie Fortier,41.2785914341198,4.6786
Alison Elliott,41.2785914341198,4.6786
Betsy Randle,41.2698821586618,4.6784
David Freitas,41.2542611651311,4.6781
Ahney Her,41.2426806303633,4.6779
Jack Amos,41.241469947739,4.6779
Chad Donella,41.2344633330082,4.6777
Ellen Hughes,41.2325337138006,4.6777
Ray Moreno,41.2276506544319,4.6776
Michael Halsey,41.2216324098463,4.6775
Larry Dirk,41.2205988673838,4.6775
Luciana Carro,41.2070337494709,4.6772
Kim Savant,41.2014662110841,4.6771
Jason Peck,41.201132689942,4.6771
Ed Casas,41.1830468581856,4.6767
